Nome Fantasia,Razão Social,CNPJ,Código CNES,Município,UF,CEP,Telefone,Email,Leitos,Atende SUS?,Atende Convênio?
HOSPITAL MUNICIPAL JOAO DE DEUS DIAS MAIA,PREFEITURA MUNICIPAL DE JURAMENTO,18017368000128,2205955,JURAMENTO,MG,39590000,(38)32361145,,36,1,0
HOSPITAL BOM PASTOR,FUNDACAO BOM PASTOR,,2120402,JACINTO,MG,39930000,(33)37231049,,51,1,1
HOSPITAL NOSSA SENHORA DE FATIMA,HOSPITAL NOSSA SENHORA DE FATIMA,,2140071,JOAQUIM FELICIO,MG,39240000,(38)37571101,,28,1,0
HOSPITAL SAO MIGUEL,HOSPITAL SAO MIGUEL,,2120410,JEQUITINHONHA,MG,39960000,(33)37411416,hmiguel@byalnet.com.br,58,1,0
HOSPITAL VALE DO JEQUITINHONHA,HOSPITAL VALE DO JEQUITINHONHA,,2139073,ITAOBIM,MG,39625000,(33)37342598-1158,hvjhospital@yahoo.com.br,67,1,0
HOSPITAL DE CAMPANHA COVID 19,HOSPITAL DE CAMPANHA COVID 19,18244376000107,0136131,LAVRAS,MG,37206690,,,18,1,0
HOSPITAL PIO XII,EMPREENDIMENTOS PIOX II LTDA,,2100703,SAO GOTARDO,MG,38800000,3436711122,hospitalpioxii@yahoo.com.br,18,0,0
HOSPITAL MUNICIPAL SAO FRANCISCO,PREFEITURA MUNICIPAL DE IGUATAMA,18306688000106,2160498,IGUATAMA,MG,38910000,037-3353.2400,saude@iguatama.mg.gov.br,18,1,0
HOSPITAL MARCIO CUNHA,FUNDACAO SAO FRANCISCO XAVIER,,2205440,IPATINGA,MG,35160158,31 38299000,contabil.contabilidade.fsfx@fsfx.com.br,558,1,0
ITABIRITO HOSPITAL SAO VICENTE DE PAULO,SOCIEDADE BENEFICENTE SAO CAMILO,60975737000151,2213982,ITABIRITO,MG,35450236,(31)35624333,diretoriahospitabirito@gmail.com,72,1,0
CASA DE CARIDADE DE ITANHANDU,CASA DE CARIDADE E ASSISTEN A MATERN E INFANCIA DE ITANHANDU,,2764792,ITANHANDU,MG,37464000,(35)3361-2122,santacasa@altanet.com.br,50,1,1
CASA DE CARIDADE SANTO ANTONIO,CASA DE CARIDADE SANTO ANTONIO,,2764822,VIRGINIA,MG,37465000,(35)33731300,santacasadevirginia@yahoo.com.br,38,1,0
HOSPITAL SAO JOAO BATISTA,ASSOCIACAO BENEFICENTE SAO JOAO BATISTA,,2760843,VISCONDE DO RIO BRANCO,MG,36520000,(32)35518300,absjb@konet.com.br,100,1,1
HOSPITAL SAO VICENTE DE PAULO DE ABAETE,HOSPITAL SAO VICENTE DE PAULO DE ABAETE,,2126796,ABAETE,MG,35620000,(37)35411144,hospitalsvpabaete@rapidus.com.br,46,1,0
SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI,,2161354,SAO JOAO DEL REI,MG,36307346,(32)33792000,santcasa@mgconecta.com.br,144,1,1
HOSPITAL DE FELISBURGO,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE FELISBURG,,2139146,FELISBURGO,MG,39895000,(33)37431160,apromifelisburgo@bol.com.br,46,1,0
HOSPITAL SAO VICENTE DE PAULO DE POTE,HOSPITAL SAO VICENTE DE PAULO DE POTE,,2178990,POTE,MG,39827000,(33)35251330,hsvpaulo@bol.com.br,33,1,1
HOSPITAL SAO LUCAS,HOSPITAL SAO LUCAS DE GOVERNADOR VALADARES LTDA,,2118858,GOVERNADOR VALADARES,MG,35010030,,,59,1,1
HOSPITAL ARNALDO GAVAZZA FILHO,FUNDACAO FILANTROPICA E BENEF DE SAUDE ARNALDO GAVAZA FILHO,,2206382,PONTE NOVA,MG,35430213,31-38195000,secretaria@gavazza.com.br,170,1,0
UNIDADE AMB DO CENTRO DE PESQUISA TRATAMENTO DO CANCER,GRANDE ORIENTE DE MINAS GERAIS,,3690822,RIBEIRAO DAS NEVES,MG,33943800,3136322819,,6,0,0
HOSPITAL BOM SAMARITANO,BENEFICENCIA SOCIAL BOM SAMARITANO,22709109000135,2118661,GOVERNADOR VALADARES,MG,35044220,033 2781536,,155,1,0
HOSPITAL PRONTOCOR DE MURIAE,CEMAC CENTRO MURIAEENSE DE APOIO A CIDADANIA,,4042107,MURIAE,MG,36884002,(32)37293800,administracao@prontocormuriae.com.br,79,1,0
HOSPITAL SANTA CASA DE PATROCINIO,IRMANDADE NOSSA SENHORA DO PATROCINIO,,2209195,PATROCINIO,MG,38740120,(34)38391000,administracao@santacasadepatrocinio.com.br,161,1,1
HOSPITAL SAO SEBASTIAO,HOSPITAL SAO SEBASTIAO,,2194651,TOMBOS,MG,36844000,(32)37511149,hsstombos@hotmail.com,38,1,0
SANTA CASA DA CAMPANHA,SANTA CASA DE MISERICORDIA DA CAMPANHA,,2775921,CAMPANHA,MG,37400000,(35)32612200,santacasacampanha@yahoo.com.br,22,1,0
HOSPITAL NOSSA SENHORA DO CARMO,HOSPITAL NOSSA SENHORA DO CARMO,,2761017,CARMO DA CACHOEIRA,MG,37225000,(35)32251281,hospitalnossasenhoradocarmo@yahoo.com.br,37,1,0
HOSPITAL NOSSA SENHORA DO ROSARIO,ASSOCIACAO FILHAS DE SAO CAMILO,61986402000100,2139626,RESENDE COSTA,MG,36340000,(32)33541211,,50,1,0
CEMAC,CENTRO MURIAEENSE DE APOIO A CIDADANIA,,7249179,MURIAE,MG,36880000,(32)37293800,cemac@cemac.org.br,109,0,0
SANTA CASA DR ZACARIAS,SANTA CASA DE MISERICORDIA DR ZACARIAS,,2144042,DORES DO INDAIA,MG,35610000,037-3551-1200,santacasa@indanet.com.br,40,1,0
HOSPITAL DIVINENSE,HOSPITAL DIVINENSE,,2761238,DIVINO,MG,36820000,(32) 3743-1264,hospdivino@bol.com.br,37,1,0
HOSPITAL SAO VICENTE DE PAULO DE MALACACHETA,ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE MALACACHETA,,2772213,MALACACHETA,MG,39690000,(33)35141276,hsvmalacacheta@yahoo.com.br,21,1,0
FUNDACAO HOSPITALAR MENDES PIMENTEL,FUNDACAO HOSPITALAR MENDES PIMENTEL,,2103230,MENDES PIMENTEL,MG,35270000,(33)32461156,,24,1,0
HOSPITAL SANTA RITA DE CASSIA,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE MINDURI,,2760819,MINDURI,MG,37447000,(35)33261617,hospitalminduri@gmail.com,20,1,0
OTORRINO CENTER,HOSPITAL OTORRINO CENTER LTDA,,6209521,MONTES CLAROS,MG,39401064,38 3229-7444,administracao@hospitalhoc.com.br,21,1,1
HOSPITAL SAO VICENTE DE PAULO DE UBA,IRMANDADE NOSSA SENHORA DA SAUDE,,2760703,UBA,MG,36500008,(32)35391511,dir.administrativo@hsvpuba.com.br,101,1,0
HOSPITAL SAO JOSE,ASSOCIACAO DE PROTECAO A MAT E A INFANCIA DE EUGENOPOLIS,,2163071,EUGENOPOLIS,MG,36855000,(32)37241077,apamie@ imicro.com.br,27,1,0
HOSPITAL NOSSA SENHORA DA PIEDADE,HOSPITAL NOSSA SENHORA DA PIEDADE,,2761009,ELOI MENDES,MG,37110000,(35)32641045,hospitalnsp@yahoo.com.br,40,1,0
HOSPITAL MUNICIPAL DR GILBERTO PEREIRA MIRANDA,PREF MUN DE SERRA DO SALITRE,18468058000120,2797364,SERRA DO SALITRE,MG,38760000,(34)38331165,,37,1,0
HOSPITAL PADRE GERALDO HORGERSVOST,ASSOCIACAO PREFEITO HELCIO VALENTIN DE ANDRADE,,2200481,CONSELHEIRO PENA,MG,35240000,33 32613115,hospitalcp@gmail.com,56,1,0
UNINEO MG LTDA,UNINEO MG LTDA,,3314103,BELO HORIZONTE,MG,31015065,(31)34812150,unineo@veloxmail.com.br,10,0,0
HOSPITAL SANTO ANTONIO DE PECANHA,HOSPITAL SANTO ANTONIO,,2103257,PECANHA,MG,39700000,33 34111399,hsapecanha@gmail.com,62,1,0
HOSPITAL MUNICIPAL DR ARTHUR RAUSCH,PREFEITURA MUNICIPAL DE LADAINHA,18404863000190,2797496,LADAINHA,MG,39825000,(33)35241290,smsladainha@bol.com.br,24,1,0
HOSPITAL UNIMED SETE LAGOAS,PRONTOCLINICA INFANTIL LTDA,,9937625,SETE LAGOAS,MG,35700053,(31) 3177 - 9501,hospital@unimedsetelagoas.coop.br,49,0,0
HOSPITAL MUNICIPAL DR ROBERTO DE CUNTO,MUNICIPIO DE EXTREMA,18677591000100,0488569,EXTREMA,MG,37640000,,,42,0,0
SANTA CASA DE MISERICORDIA DE ARAGUARI,SANTA CASA DE MISERICORDIA DE ARAGUARI,,2145960,ARAGUARI,MG,38440036,(34) 32491500,edilaine@santacasaaraguari.com.br,144,1,0
HOSPITAL JAQUES GONCALVES PEREIRA,ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA,,5350697,BELO ORIENTE,MG,35195000,33 33141298,rcsilva1966@yahoo.com.br,50,1,0
HOSPITAL DE CAMPANHA COVID 19,MUNICIPIO DE SETE LAGOAS,24996969000122,0272957,SETE LAGOAS,MG,35701877,31 3774 8140,,16,1,0
HOSPITAL E MATERNIDADE SAO JOSE,HOSPITAL SAO JOSE LTDA,,2098547,FRUTAL,MG,38200056,(34)34218022,administracao@hsjfrutal.com.br,35,0,0
HOSPITAL SAO VICENTE DE PAULO,CENTRO SOC DE EDUC SAUDE E A A M DE CARRANCAS,17953217000119,2760673,CARRANCAS,MG,37245000,(35)33271077,hospitalcarrancas@gmail.com,21,1,0
HOSPITAL SANTA MARIA ETERNA,HOSPITAL SANTA MARIA ETERNA,,2103990,SANTA MARIA DO SUACUI,MG,39780000,(33)34311259,,41,1,0
LAR IRMA M AUGUSTA BORDA DA MATA,LAR IRMA M AUGUSTA E HOSP GERIATRICO AFONSINA REIS MEGALE,,2127903,BORDA DA MATA,MG,37564000,(35)34451276,,23,1,0
CLINICA PINEL,CLINICA PINEL SA,,0027707,BELO HORIZONTE,MG,31275080,(31)34414844,clinicapinel@iyahoo.com.br,55,0,0
SANTA CASA MISERICORDIA NOSSA SENHORA CARMO DE C MINAS,SANTA CASA DE MISERICORDIA NOSSA SENHORA DO CARMO,,2143127,CARMOPOLIS DE MINAS,MG,35534000,037-3333-1589,santacasacarmopolis@gmail.com,38,1,0
CASA DE CARIDADE DE CARANGOLA,CASA DE CARIDADE DE CARANGOLA,,2764776,CARANGOLA,MG,36800000,(32) 3741-6950,casa_caridade@yahoo.com.br,173,1,1
HOSPITAL JOAO CESAR DE OLIVEIRA,HOSPITAL JOAO CESAR DE OLIVEIRA,,2135140,RIO VERMELHO,MG,39170000,(33)33433612,,32,1,0
HOSPITAL SAO LUIZ DE FORMIGA,SANTA CASA DE CARIDADE DE FORMIGA,,2142376,FORMIGA,MG,35570090,37-3329-1300,administrativo1@santacasaformiga.org.br,120,1,0
SABARA HOSPITAL CRISTIANO MACHADO,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,19843929000100,2115662,SABARA,MG,34545790,31 32399553,masblel.fernandes@fhemig.mg.gov.br,50,1,0
SANTA CASA DE ITAPECERICA,SANTA CASA M MATERN SANTANA ITAPECERICA,,2143895,ITAPECERICA,MG,35550000,037-3341.1100,santacasa@netita.com.br,49,1,0
HOSPITAL MUNICIPAL DE BOCAIUVA,PREFEITURA MUNICIPAL DE BOCAIUVA,18803072000132,2119471,BOCAIUVA,MG,39390000,(38)32511432,hospitalgilalves@gmail.com,70,1,0
HOSPITAL UNIVERSITARIO CLEMENTE DE FARIA,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,22675359000100,2219654,MONTES CLAROS,MG,39401002,38 32248200 32248224,faturamento.hucf@unimontes.br,157,1,0
HOSPITAL VERA CRUZ,CLINICA VERA CRUZ LTDA,,2726734,PATOS DE MINAS,MG,38700160,34 38181100,,67,1,0
INSTITUTO NOSSA SENHORA DO CARMO,INSTITUTO NOSSA SENHORA DO CARMO,,2123061,BARROSO,MG,36212000,(32)33511302,inscarmo@minas.psi.com,52,1,0
HOSPITAL SAO JOAQUIM,HOSPITAL SAO JOAQUIM SA,,2121719,ITUIUTABA,MG,38300150,3432682333,adm@hospitalsaojoaquim.com.br,30,0,0
CASA DE SAUDE SAO FRANCISCO DE ASSIS DE BAMBUI,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,19843929000100,2105799,BAMBUI,MG,38900000,037-3431-6600,ssfa.direcao@fhemig.mg.gov.br,50,1,0
HOSPITAL GERAL E PRONTO ATENDIMENTO UNIMED,UNIMED DE PIRAPORA COOPERATIVA DE TRABALHOS MEDICOS,,5468361,PIRAPORA,MG,39272044,3837413143,diretoria@unimedpirapora.com.br,38,0,0
NEOCENTER,NEOCENTER SA,,3648907,BELO HORIZONTE,MG,30130151,(31)33353503,administracao@neocenter.com.br,40,0,0
HOSPITAL MUNICIPAL DR JOSE GUSTAVO ALVES,PREFEITURA MUNICIPAL DE ANDRELANDIA,18682930000138,5060761,ANDRELANDIA,MG,37300000,(35) 3325 2116,unimisand@dreamnet.com.br,41,1,0
HOSPITAL SAO CARLOS,FUNDACAO SAO CARLOS,,2132877,LAGOA DA PRATA,MG,35590044,(37)3261.9100,faleconosco@fundacaosaocarlos.org.br,76,1,1
HOSPITAL SAO LUCAS,HOSPITAL SAO LUCAS LTDA,,2196972,PATOS DE MINAS,MG,38700082,,,136,1,1
HOSPITAL MUNICIPAL DE LIBERDADE,FUNDACAO MUNICIPAL DE SAUDE DE LIBERDADE,,2796597,LIBERDADE,MG,37350000,(32)32931255,,25,1,0
HOSPITAL ITAU,FUNDACAO ITAU DE ASSISTENCIA SOCIAL,,2760908,ITAU DE MINAS,MG,37975000,(35)35361333,fiasedirce@netmg.com.br,40,1,0
SANTA CASA DE MISERICORDIA DO HOSP SAO FRANCISCO DE ASSIS,SANTA CASA DE MISERICORDIA DO HOSP SAO FRANCISCO DE ASSIS,,2139200,TRES PONTAS,MG,37190000,(35)32659700,fatsus@santacasatrespontas.com.br,111,1,1
HOSPITAL MUNICIPAL SAO SEBASTIAO,PREFEITURA MUNICIPAL DE MIRABELA,18017376000174,2140063,MIRABELA,MG,39373000,(38) 3239-1291,hospitalmunicipalsaosebastiao@,30,1,0
HOSPITAL SAO VICENTE DE PAULO MANTENA,HOSPITAL SAO VICENTE DE PAULO,,2099209,MANTENA,MG,35290000,(33)32411330,hsvpsecretaria@outlook.com,43,1,0
MARIANA HOSPITAL MONSENHOR HORTA,SOCIEDADE BENEFICENTE SAO CAMILO,60975737000151,2200945,MARIANA,MG,35420206,(31)35571244,administracao@saocamilo-hmh.org.br,70,1,0
MATEUS LEME HOSPITAL SANTA TEREZINHA,FUNDACAO HOSPITAL SANTA TEREZINHA,,2117096,MATEUS LEME,MG,35670000,(31)35232700,fhst@fhst.com.br,65,1,0
HOSPITAL SIDERURGICA,ASSOCIACAO BENEFICIENTE DE SAUDE SAO SEBASTIAO,06242397000104,5540763,CORONEL FABRICIANO,MG,35170111,38423009,,108,1,0
HOSPITAL CONEGO MONTE RASO,SOCIEDADE CARITATIVA SAGRADO CORACAO DE JESUS,,2761106,BAEPENDI,MG,37443000,(35)33431222,hcmr@hcmr.com.br,69,1,0
HOSPITAL SANTA TEREZINHA COROACI,HOSPITAL SANTA TEREZINHA,,2168383,COROACI,MG,39710000,(33)32911261,,23,1,0
CLINICAS INTEGRADAS HOSPITAL UNIVERSITARIO MARIO PALMERIO,SOCIEDADE EDUCACIONAL UBERABENSE UNIUBE,25452301000187,2195585,UBERABA,MG,38050501,34-33521876,gerencia.ri@hospitalmariopalmerio.uniube.br,183,1,1
HOSPITAL SAO JOSE,HOSPITAL DA CRIANCA SAO JOSE LTDA,,2154749,CONTAGEM,MG,32215000,,tamires.brandao@hospitalsaojosemg.com.br,37,1,0
HOSPITAL SAO VICENTE DE PAULO CARBONITA,HOSPITAL SAO VICENTE DE PAULO,,2135116,CARBONITA,MG,39665000,(38)35261244,admhospitalcarbo@gmail.com,21,1,0
HOSPITAL DAS CLINICAS DE PATROCINIO LTDA,HOSPITAL DAS CLINICAS DE PATROCINIO LTDA,,2152991,PATROCINIO,MG,38744528,3839-3110,,3,1,1
HOSPITAL MUNICIPAL DE FRANCISCO SA,HOSPITAL MUNICIPAL DE FRANCISCO SA,,2760940,FRANCISCO SA,MG,39580000,(38)32331843,,50,1,0
HOSPITAL SAO MARCOS DE UBERABA LTDA,HOSPITAL SAO MARCOS DE UBERABA LTDA,,3435075,UBERABA,MG,38050400,,diretoria.janiopontes@gmail.com,44,0,0
HOSPITAL CAP MARCELO VICENTE PEREIRA,FUNDACAO NOSSA SENHORA DAJUDA,,2139081,DIVISOPOLIS,MG,39912000,(33)37241130,,18,1,0
HOSPITAL EDUARDO DE MENEZES,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,19843929000100,2181770,BELO HORIZONTE,MG,30622020,(31)33285000,hem.diretoria@fhemig.mg.gov.br,135,1,0
INSTITUTO RAUL SOARES,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,19843929000100,0026999,BELO HORIZONTE,MG,30110013,(31)32399901,irs.fhemig@mg.gov.br,120,1,0
HOSPITAL UNIMED UNIDADE CONTORNO,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MEDICO,,6437745,BELO HORIZONTE,MG,30110017,3214-8362,erika.romero@unimedbh.com.br,251,0,0
ASILO DE CARIDADE SANTA CASA DE BOM SUCESSO,ASILO DE CARIDADE SANTA CASA DE BOM SUCESSO,,2179628,BOM SUCESSO,MG,37220000,035-3841.12.22,adm.scds@yahoo.com.br,66,1,1
SANTA CASA DE UNIAO,SANTA CASA DE MISERICORDIA DE UNIAO,,2206552,UNIAO DE MINAS,MG,38288000,(34) 3456-1233,santacasauniao@hotmail.com,34,1,0
HOSPITAL DA BALEIA,FUNDACAO BENJAMIN GUIMARAES,,2695324,BELO HORIZONTE,MG,30285408,(31)34891555,nayara@hospitaldabaleia.org.br,182,1,0
HOSPITAL SENHORA APARECIDA DE LUZ,HOSPITAL SENHORA APARECIDA,,2144166,LUZ,MG,35595000,037-3421.8300,hsa.luz@hotmail.com,40,1,0
SANTA CASA DE MISER DE LIMA DUARTE,SANTA CASA DE MISERICORDIA DE LIMA DUARTE,,4041690,LIMA DUARTE,MG,36140000,(32)32811222,,36,1,0
ASSOCIACAO HOSPITAL BELIZARIO MIRANDA,ASSOCIACAO HOSPITAL BELIZARIO MIRANDA,,2765098,LAJINHA,MG,36980000,(33) 3344-1314,ahbm3@hotmail.com,53,1,0
SANTA CASA DE MISERICORDIA DE JACUTINGA,SANTA CASA DE MISERICORDIA DE JACUTINGA,,2775980,JACUTINGA,MG,37590000,3534433115,,37,1,0
HOSPITAL E MATERNIDADE NSA SRA APARECIDA,HOSPITAL E MATERNIDADE NSA SENHORA APARECIDA LTDA,,9914595,BRASILIA DE MINAS,MG,39330000,38 32232998,hospitalsaovicentebm@htmail.com,10,0,0
LIFE MEDICAL HOSPITAL EIRELI,LIFE MEDICAL HOSPITAL EIRELI,,0490814,GUAXUPE,MG,37800000,,gestao@lifehospital.com.br,26,0,0
CASA DE CARIDADE DE ITAMONTE,CASA DE CARIDADE DE ITAMONTE,,2764784,ITAMONTE,MG,37466000,(35)33631500,hospital@mgsul.com.br,47,1,0
SANTA CASA DE CAMPOS ALTOS,SANTA CASA DE MISERICORDIA DE CAMPOS ALTOS,,2098156,CAMPOS ALTOS,MG,38970000,(37)34262002,santacasa@netkz.com.br,39,1,0
FUNDACAO HOSPITAL FREI GABRIEL,FUNDACAO HOSPITAL FREI GABRIEL,,9112995,FRUTAL,MG,38200000,,,45,1,0
HOSPITAL MUNICIPAL ELIANE MARTINS,PREFEITURA MUNICIPAL DE IPATINGA,19876424000142,2193310,IPATINGA,MG,35162369,(31)38285600,diretoriahmi@ipatinga.mg.gov.br,170,1,0
HOSPITAL SAO LUCAS,SAO LUCAS CASA DE SAUDE LTDA,,2221543,BURITIS,MG,38660000,,hospitalhsl_buritis@hotmail.co,31,1,0
HOSPITAL SAO DOMINGOS,SOCIEDADE HOSPITALAR SIMAO INCROCCI E AMADO LTDA,,5484928,POCOS DE CALDAS,MG,37701022,37123000,,36,0,0
HOSPITAL UNIVERSITARIO CIENCIAS MEDICAS,FUNDACAO EDUCACIONAL LUCAS MACHADO FELUMA,,4034236,BELO HORIZONTE,MG,30140073,32998105,dir.hucm@feluma.org.br,247,1,0
INSTITUTO ORIZONTI,ONCOMED CENTRO DE PREV E TRAT DE DOENCAS NEOPLASICAS LTDA,,0379808,BELO HORIZONTE,MG,31210090,(31)3299-1300,qualidade@oncomedbh.com.br,234,0,0
CENTRO DE INTERNACAO PEDIATRICA,MUNICIPIO DE UBERLANDIA,18431312001359,0473502,UBERLANDIA,MG,38401568,,administracao@missaosaldaterra.org.br,28,1,0
HOSPITAL DE PEQUENO PORTE JOSE CARDOSO DE OLIVEIRA,PREFEITURA MUNICIPAL DE CHAPADA GAUCHA,01612489000115,6690726,CHAPADA GAUCHA,MG,38689000,(38)36341504,sisaude@chapadagaucha.mg.gov.br,18,1,0
HOSPITAL DA PLASTICA ESPECIALIDADES MEDICAS,HOSPITAL DA PLASTICA DE MONTES CLAROS LTDA,,7940122,MONTES CLAROS,MG,39400098,38 32221308,notafiscal@hospitaldaplastica.net,4,0,1
CENTRO OFTALMOLOGICO DE MINAS GERAIS,CENTRO OFTALMOLOGICO DE MINAS GERAIS SA,,0026719,BELO HORIZONTE,MG,30170080,3132324100,sus@centrooftalmologicomg.com.br,29,1,0
SANTA CASA DE MISERICORDIA DE CALDAS,SANTA CASA DE MISERICORDIA DE CALDAS,,2127733,CALDAS,MG,37780000,(35)37351544,scmc.@nowtech.com.br,39,1,0
HOSPITAL ANA MOREIRA SALLES CAMBUI,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CAMBUI,,2128012,CAMBUI,MG,37600000,(35)34311122,hospital@micropic.com.br,49,1,1
HOSPITAL SOFIA FELDMAN,FUNDACAO DE ASSISTENCIA INTEGRAL A SAUDE,,0026794,BELO HORIZONTE,MG,31844130,,,290,1,0
HOSPITAL SAO JOSE,FUNDACAO HOSPITAL SAO JOSE DE BOTELHOS,,2796368,BOTELHOS,MG,37720000,35-37411080,hospitalsaodebotelhos@gmail.com,21,1,0
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APARECIDA ITURAMA,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APARECIDA LTDA,,2208040,ITURAMA,MG,38280000,34-3411-9900,hnsaparecida@hotmail.com,34,1,0
HOSPITAL DOUTOR MIGUEL,HOSPITAL DOUTOR MIGUEL LTDA,,6283071,BOM DESPACHO,MG,35600000,037-3522 .1617,hospitaldrmiguel@zap10.com.br,20,0,0
HOSPITAL DR CANDIDO JUNQUEIRA,ASSOCIACAO FILHAS DE SAO CAMILO,61986402000100,2761254,CRUZILIA,MG,37445000,(35) 33461212,diretoria@hospitaldecruzilia.com.br,66,1,0
SANTA CASA DE CARIDADE,SANTA CASA DE CARIDADE DE DIAMANTINA,,2135132,DIAMANTINA,MG,39100000,(38)35321300,diretoriaadministrativa@santacasadiamantina.com.br,147,1,1
HOSPITAL SAO LUCAS LTDA,HOSPITAL SAO LUCAS LTDA,,2160951,CAMPO BELO,MG,37270000,(35)3831-1038,administrativo@saolucascampobelo.com.br,12,0,0
HOSPITAL POLICLINICA E MATERNIDADE DE BARBACENA,INSTITUTO MAT ASSIST A INFANCIA E POLICLINICA DE BARBACENA,,2098474,BARBACENA,MG,36200054,(32)33395656,diretoria@hisabelcristina.org.,71,1,0
HOSPITAL DE NOSSA SENHORA DA SAUDE,IRMANDADE DE NOSSA SENHORA DA SAUDE,,2761203,DIAMANTINA,MG,39100000,(38)35321500,convenios.hnss@gmail.com,95,1,1
HOSPITAL NOSSA SENHORA DA SAUDE DE DOM SILVERIO,HOSPITAL NOSSA SENHORA DA SAUDE,,2100398,DOM SILVERIO,MG,35440000,(31)38571350,hnssdomsilverio@gmail.com,28,1,1
HOSPITAL JOAO XXIII,FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS,19843929000100,0026921,BELO HORIZONTE,MG,30130100,(31)32399228,hps.diretoria@fhemig.mg.gov.br,487,1,0
HOSPITAL VARGINHA,HOSPITAL VARGINHA S A,,6363326,VARGINHA,MG,37030100,35 32992514,contabil@serpram.com.br,17,0,0
HOSPITAL ADOLF ENSCH,HOSPITAL ADOLF ENSCH LTDA,,2147947,VARZEA DA PALMA,MG,39260000,(38)37311217,hael@uai.com.br,24,0,0
HEFA,HOSPITAL ESTER FARIA DE ALMEIDA,,2139049,PEDRA AZUL,MG,39970000,(33)37511304,,62,1,1
HOSPITAL CAMPANHA COVID 19,PREFEITURA MUNICIPAL DE TEOFILO OTONI,18404780000109,0212679,TEOFILO OTONI,MG,39800015,,,34,1,0
NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S A,NOTRE DAME INTERMEDICA MINAS GERAIS SAUDE S A,,5509483,BELO HORIZONTE,MG,30640090,31 32715470,relacionamentokeraltybrasil@vitallis.com.br,60,0,0
HOSPITAL SAO VICENTE DE PAULO,INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO INDSH,,2121409,CAMPINA VERDE,MG,38270000,34 34121153,edna.hsvp@indsh.org.br,37,1,0
HOSPITAL MUNICIPAL DE NOVA PONTE,PREFEITURA MUNICIPAL DE NOVA PONTE,18159905000174,2775964,NOVA PONTE,MG,38160000,(34)33568080,fundacao_sus@novaponte.mg.gov.br,24,1,0
SANTA CASA E HOSPITAL SAO VICENTE,SANTA CASA DE MISERICORDIA E HOSPITAL SAO VICENTE DE PAULO,,2205971,PORTEIRINHA,MG,39520000,38 38311255,santacasaporteirinha@hotmail.com,48,1,0
HOSPITAL CARLOS CHAGAS,FUNDACAO COMUNITARIA DE SAUDE DE CANDEIAS,,2142295,CANDEIAS,MG,37280000,035-3833.-1285,hospitalcarloschagas@yahoo.com.br,22,1,0
HOSPITAL FRAUCENTER,FRAUCENTER LTDA,,0027731,BELO HORIZONTE,MG,30130007,33344676,,8,0,0
HOSPITAL DE CAMPANHA COVID 19 CECOVID BETIM 2,MUNICIPIO DE BETIM,18715391000196,0104167,BETIM,MG,32655038,,regulacaobetim@gmail.com,120,1,0
NOVA LIMA HOSPITAL NOSSA SENHORA DE LOURDES,FUNDACAO HOSPITALAR NOSSA SENHORA DE LOURDES,,2117037,NOVA LIMA,MG,34000318,(31)35891300,fhnsl@gdlk.com.br,101,1,0
HOSPITAL DILSON GODINHO,FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO,,2219646,MONTES CLAROS,MG,39400292,38 32294127,fundilson@uai.com.br,126,1,1
HOSPITAL DE MONSENHOR PAULO,HOSPITAL IMACULADA CONCEICAO,,2761181,MONSENHOR PAULO,MG,37405000,(35)32631133,hospital_hic@yahoo.com.br,45,1,0
HOSPITAL SANTA CLARA,HOSPITAL E MATERNIDADE SANTA CLARA LTDA,,2151871,UBERLANDIA,MG,38400124,34 32396000,diretoria@hospitalsantaclara.com.br,150,0,0
HOSPITAL E PRONTO SOCORRO MUNICIPAL RENATO AZEREDO,MUNICIPIO DE NANUQUE,18398974000130,2211262,NANUQUE,MG,39860000,(33)36214242,,50,1,0
HOSPITAL SAO CAETANO BRASOPOLIS,SANTA CASA DE MISERICORDIA SAO CAETANO DA VARGEM GRANDE,,2127946,BRASOPOLIS,MG,37530000,(35)36411054,hscaetano@yahoo.com.br,24,1,0
HOSPITAL SANTA HELENA,HOSPITAL SANTA HELENA LTDA,,2760797,UNAI,MG,38610034,(38)36761395,administrativo@hospitasantahelenaunai.com.br,22,0,0
